Category,Bosch Name,Unit,DDE4 M57 (E39) ADR,DDE4 M57 (E39) FACT_A,DDE4 M57 (E39) FACT_B,DDE5 M57TU (E39/E46) ADR,DDE5 M57TU (E39/E46) FACT_A,DDE5 M57TU (E39/E46) FACT_B,DDE5 M57TU (E53) ADR,DDE5 M57TU (E53) FACT_A,DDE5 M57TU (E53) FACT_B,DDE5 M57TU (E60) ADR,DDE5 M57TU (E60) FACT_A,DDE5 M57TU (E60) FACT_B,DDE6 M57TU2 (E60/E90) ADR,DDE6 M57TU2 (E60/E90) FACT_A,DDE6 M57TU2 (E60/E90) FACT_B,DDE6.2 M57TU2TOP ADR,DDE6.2 M57TU2TOP FACT_A,DDE6.2 M57TU2TOP FACT_B,DDE5 M47TU (E46) ADR,DDE5 M47TU (E46) FACT_A,DDE5 M47TU (E46) FACT_B,DDE5 M47TU (E46/E83) ADR,DDE5 M47TU (E46/E83) FACT_A,DDE5 M47TU (E46/E83) FACT_B,DDE6 M47TU2 (E90) ADR,DDE6 M47TU2 (E90) FACT_A,DDE6 M47TU2 (E90) FACT_B
OTHER,MeUn_iSet_mp,mA,,,,0x0045,0.000000,0,0x13CD,0.228891,0.000000,0x0045,0.000000,0,0x1842,0.228891,0.000000,0x1842,0.228891,0.000000,0x0045,0.000000,0,0x13CD,0.228891,0.000000,0x1842,0.228891,0.000000
OTHER,MeUn_stActrTst,-,,,,,,,,,,,,,0x179F,1.000000,0.000000,0x179F,1.000000,0.000000,,,,,,,,,
OTHER,MeUn_stActrTst1,-,,,,,,,,,,,,,0x17A0,1.000000,0.000000,0x17A0,1.000000,0.000000,,,,,,,,,
OTHER,MeUn_stRefActrTst,-,,,,,,,,,,,,,0x179D,1.000000,0.000000,0x179D,1.000000,0.000000,,,,,,,,,
OTHER,MeUn_stStMActrTst,-,,,,,,,,,,,,,0x179E,1.000000,0.000000,0x179E,1.000000,0.000000,,,,,,,,,
OTHER,OCBS_bos01_w,,,,,0x005F,0.000000,0,,,,0x005F,0.000000,0,,,,,,,,,,,,,,,
OTHER,OCBS_bosbtvfbk,,,,,0x0046,0.000000,0,,,,0x0046,0.000000,0,,,,,,,,,,,,,,,
OTHER,OCBS_zrbosmld,,,,,0x0060,0.000000,0,,,,0x0060,0.000000,0,,,,,,,,,,,,,,,
OTHER,OPSCD_stSigOut,-,,,,0x00AF,0.000000,0,0x00AF,1.000000,0.000000,0x00AF,0.000000,0,0x00BF,1.000000,0.000000,0x00BF,1.000000,0.000000,0x00AF,0.000000,0,0x00AF,1.000000,0.000000,0x00BF,1.000000,0.000000
OTHER,OPSCD_stpOEL,-,,,,0x0047,0.000000,0,0x00CA,1.000000,0.000000,0x0047,0.000000,0,0x1AC2,1.000000,0.000000,0x1AC2,1.000000,0.000000,,,,0x00CA,1.000000,0.000000,0x1AC2,1.000000,0.000000
OTHER,OvRMon_tiOvRMonActive_mp,ms,,,,,,,,,,,,,0x00ED,10.000000,0.000000,0x00ED,10.000000,0.000000,,,,,,,0x00ED,10.000000,0.000000
OTHER,OvRMon_tiTDCAvrg,us,,,,,,,,,,,,,0x00EC,0.152594,-5000.041963,0x00EC,0.152594,-5000.041963,,,,,,,0x00EC,0.152594,-5000.041963
OTHER,Oz_krz2cnt,-,,,,,,,,,,,,,0x1F3C,1.000000,0.000000,0x1F3C,1.000000,0.000000,,,,,,,,,
OTHER,Oz_krzcnt,-,,,,,,,,,,,,,0x1F3D,1.000000,0.000000,0x1F3D,1.000000,0.000000,,,,,,,,,
OTHER,Oz_krzkor2k,mm,,,,,,,,,,,,,0x1F3B,0.292969,0.000000,0x1F3B,0.292969,0.000000,,,,,,,,,
OTHER,Oz_krzor,mm,,,,,,,,,,,,,0x1F39,0.292969,0.000000,0x1F39,0.292969,0.000000,,,,,,,,,
OTHER,Oz_kvbmw,-,,,,,,,,,,,,,0x1F3F,0.000122,0.000000,0x1F3F,0.000122,0.000000,,,,,,,0x1F3F,0.000122,0.000000
OTHER,Oz_kvbog,-,,,,,,,,,,,,,0x1F41,1.000000,0.000000,0x1F41,1.000000,0.000000,,,,,,,0x1F41,1.000000,0.000000
OTHER,Oz_kvbsm,-,,,,,,,,,,,,,0x1F3E,0.000122,0.000000,0x1F3E,0.000122,0.000000,,,,,,,0x1F3E,0.000122,0.000000
OTHER,Oz_kvbsm_ul,-,,,,,,,,,,,,,0x1F42,0.000122,0.000000,0x1F42,0.000122,0.000000,,,,,,,0x1F42,0.000122,0.000000
OTHER,Oz_langmw,mm,,,,,,,,,,,,,0x1F34,0.292969,0.000000,0x1F34,0.292969,0.000000,,,,,,,,,
OTHER,Oz_lf1c,-,,,,,,,,,,,,,0x1F32,0.001526,0.000000,0x1F32,0.001526,0.000000,,,,,,,,,
OTHER,Oz_lf2c,-,,,,,,,,,,,,,0x1F33,0.001526,0.000000,0x1F33,0.001526,0.000000,,,,,,,,,
OTHER,Oz_lgmwcnt,-,,,,,,,,,,,,,0x1F36,1.000000,0.000000,0x1F36,1.000000,0.000000,,,,,,,,,
OTHER,Oz_lp,-,,,,,,,,,,,,,0x1F4A,1.000000,0.000000,0x1F4A,1.000000,0.000000,,,,,,,0x1F4A,1.000000,0.000000
OTHER,Oz_lv,-,,,,,,,,,,,,,0x1F4B,1.000000,0.000000,0x1F4B,1.000000,0.000000,,,,,,,0x1F4B,1.000000,0.000000
OTHER,Oz_nivkor,mm,,,,,,,,,,,,,0x1F35,0.292969,0.000000,0x1F35,0.292969,0.000000,,,,,,,,,
OTHER,Oz_nivkrzt,mm,,,,,,,,,,,,,0x00F4,0.292969,0.000000,0x00F4,0.292969,0.000000,,,,,,,,,
OTHER,Oz_nivlangt,mm,,,,,,,,,,,,,0x00F5,0.292969,0.000000,0x00F5,0.292969,0.000000,,,,,,,,,
OTHER,Oz_oelkm,km,,,,,,,,,,,,,0x00F3,10.000000,0.000000,0x00F3,10.000000,0.000000,,,,,,,0x00F3,10.000000,0.000000
OTHER,Oz_oelnivkurz,s,,,,,,,,,,,,,,,,,,,,,,,,,0x00F4,0.500000,0.000000
OTHER,Oz_oelnivnorm,s,,,,,,,,,,,,,,,,,,,,,,,,,0x00F5,0.500000,0.000000
OTHER,Oz_oelnivori,s,,,,,,,,,,,,,,,,,,,,,,,,,0x00F6,0.500000,0.000000
OTHER,Oz_oelzeit,-,,,,,,,,,,,,,0x1F43,1.000000,0.000000,0x1F43,1.000000,0.000000,,,,,,,0x1F43,1.000000,0.000000
OTHER,Oz_oricnt,-,,,,,,,,,,,,,0x1F3A,1.000000,0.000000,0x1F3A,1.000000,0.000000,,,,,,,,,
OTHER,Oz_orikor,mm,,,,,,,,,,,,,0x00F6,0.292969,0.000000,0x00F6,0.292969,0.000000,,,,,,,,,
OTHER,Oz_permbog,-,,,,,,,,,,,,,,,,,,,,,,,,,0x1F44,0.000092,0.000000
OTHER,Oz_permex,-,,,,,,,,,,,,,,,,,,,,,,,,,0x1F45,0.000092,0.000000
OTHER,Oz_permlow,-,,,,,,,,,,,,,,,,,,,,,,,,,0x1F46,0.000092,0.000000
OTHER,Oz_permoff,-,,,,,,,,,,,,,,,,,,,,,,,,,0x1F47,0.000092,0.000000
OTHER,Oz_rwkvb,km,,,,,,,,,,,,,0x1F48,10.000000,0.000000,0x1F48,10.000000,0.000000,,,,,,,0x1F48,10.000000,0.000000
OTHER,Oz_rwperm,km,,,,,,,,,,,,,,,,,,,,,,,,,0x1F49,10.000000,0.000000
OTHER,Oz_vormw,mm,,,,,,,,,,,,,0x1F37,0.292969,0.000000,0x1F37,0.292969,0.000000,,,,,,,,,
OTHER,Oz_vormwcnt,-,,,,,,,,,,,,,0x1F38,1.000000,0.000000,0x1F38,1.000000,0.000000,,,,,,,,,
OTHER,PCBS_lDistanceOut,km,,,,,,,,,,,,,0x187E,10.000000,0.000000,0x187E,10.000000,0.000000,,,,,,,,,
OTHER,PCVCD_dcycOut,%,,,,,,,,,,,,,0x00C7,0.010000,0.000000,0x00C7,0.010000,0.000000,,,,,,,,,
OTHER,PCVCD_dcycOut_mp,%,,,,0x00ED,0.000000,0,0x00ED,0.010000,0.000000,0x00ED,0.000000,0,,,,,,,0x00ED,0.000000,0,0x00ED,0.010000,0.000000,0x00C7,0.010000,0.000000
OTHER,PCVCD_iActVal,mA,,,,0x009E,0.000000,0,0x1426,0.228891,0.000000,0x009E,0.000000,0,0x0077,0.228891,0.000000,0x0077,0.228891,0.000000,0x009E,0.000000,0,0x1426,0.228891,0.000000,0x18B0,0.228891,0.000000
OTHER,PCV_facAdapt,-,,,,,,,,,,,,,,,,0x18BA,0.000122,0.000000,,,,,,,,,
OTHER,PCV_stRefActrTst,-,,,,,,,,,,,,,0x179C,1.000000,0.000000,0x179C,1.000000,0.000000,,,,,,,,,
OTHER,PCV_stRsltActrTst,-,,,,,,,,,,,,,0x179B,1.000000,0.000000,0x179B,1.000000,0.000000,,,,,,,,,
OTHER,PFltCD_pPre,hPa,,,,,,,0x00A2,1.000000,0.000000,,,,0x00C8,0.125002,0.000000,0x00C8,0.125002,0.000000,,,,0x00A2,1.000000,0.000000,0x00C8,0.125002,0.000000
OTHER,PFltCD_stpPreRec_mp,-,,,,,,,,,,,,,0x19AD,1.000000,0.000000,0x19AD,1.000000,0.000000,,,,,,,,,
OTHER,PFltCD_sttPreRec_mp,-,,,,,,,,,,,,,0x19AE,1.000000,0.000000,0x19AE,1.000000,0.000000,,,,,,,,,
OTHER,PFltCD_tPre,deg C,,,,0x009D,-50.138440,0,0x00A3,0.016787,-50.138440,0x009D,-50.138440,0,0x00CA,1.000244,-51.085797,0x00CA,1.000244,-51.085797,0x009D,-50.138440,0,0x00A3,0.016787,-50.138440,0x00CA,1.000244,-51.085797
OTHER,PFltCD_uRawPresPre_mp,mV,,,,,,,,,,,,,0x00CC,0.610958,0.000000,0x00CC,0.610958,0.000000,,,,,,,0x00CC,0.610958,0.000000
OTHER,PFlt_ctRgnStep1_mp,-,,,,,,,,,,,,,0x191E,1.000000,0.000000,0x191E,1.000000,0.000000,,,,,,,0x191E,1.000000,0.000000
OTHER,PFlt_ctRgnStep2_mp,-,,,,,,,,,,,,,0x191F,1.000000,0.000000,0x191F,1.000000,0.000000,,,,,,,0x191F,1.000000,0.000000
OTHER,PFlt_ctRgnStep3_mp,-,,,,,,,,,,,,,0x1920,1.000000,0.000000,0x1920,1.000000,0.000000,,,,,,,0x1920,1.000000,0.000000
OTHER,PFlt_ctRgnStep4_mp,-,,,,,,,,,,,,,0x1921,1.000000,0.000000,0x1921,1.000000,0.000000,,,,,,,0x1921,1.000000,0.000000
OTHER,PFlt_ctRgnStep5_mp,-,,,,,,,,,,,,,0x1922,1.000000,0.000000,0x1922,1.000000,0.000000,,,,,,,0x1922,1.000000,0.000000
OTHER,PFlt_ctRgnStep6_mp,-,,,,,,,,,,,,,0x1923,1.000000,0.000000,0x1923,1.000000,0.000000,,,,,,,0x1923,1.000000,0.000000
OTHER,PFlt_ctRgnStep7_mp,-,,,,,,,,,,,,,0x1924,1.000000,0.000000,0x1924,1.000000,0.000000,,,,,,,0x1924,1.000000,0.000000
OTHER,PFlt_ctRgnStep8_mp,-,,,,,,,,,,,,,0x1925,1.000000,0.000000,0x1925,1.000000,0.000000,,,,,,,0x1925,1.000000,0.000000
OTHER,PFlt_dqFlAvrg_mp,l/100km,,,,,,,,,,,,,0x19A6,0.050000,0.000000,0x19A6,0.050000,0.000000,,,,,,,,,
OTHER,PFlt_dvol,m^3/h,,,,0x004E,0.000000,0,0x00F7,0.100000,0.000000,0x004E,0.000000,0,0x00D0,0.100000,0.000000,0x00D0,0.100000,0.000000,0x004E,0.000000,0,0x00F7,0.100000,0.000000,0x00D0,0.100000,0.000000
OTHER,PFlt_facMltCor_mp,-,,,,0x004F,0.000000,0,0x13D7,0.000122,0.000000,0x004F,0.000000,0,0x1904,0.000122,0.000000,0x1904,0.000122,0.000000,0x004F,0.000000,0,0x13D7,0.000122,0.000000,0x1904,0.000122,0.000000
OTHER,PFlt_lAvrgRgn,km,,,,,,,,,,,,,0x1926,8.000000,0.000000,0x1926,8.000000,0.000000,,,,,,,0x1926,8.000000,0.000000
OTHER,PFlt_lSnceRgnu16_mp,m,,,,,,,,,,,,,0x00D1,128.000000,0.000000,0x00D1,128.000000,0.000000,,,,,,,0x00D1,128.000000,0.000000
OTHER,PFlt_mAshCorAct,g,,,,,,,,,,,,,0x19A0,0.010000,0.000000,0x19A0,0.010000,0.000000,,,,,,,0x19A0,0.010000,0.000000
OTHER,PFlt_mAshOil,g,,,,,,,,,,,,,0x00D3,0.010000,0.000000,0x00D3,0.010000,0.000000,,,,,,,0x00D3,0.010000,0.000000
OTHER,PFlt_mAshOil_mp,g,,,,,,,0x006C,0.010000,0.000000,,,,,,,,,,,,,0x006C,0.010000,0.000000,,,
OTHER,PFlt_mAsh_mp,,,,,0x006C,0.000000,0,,,,0x006C,0.000000,0,,,,,,,0x006C,0.000000,0,,,,,,
OTHER,PFlt_mSot,g,,,,0x0068,0.000000,0,0x0068,0.010000,0.000000,0x0068,0.000000,0,0x00D4,0.010000,0.000000,0x00D4,0.010000,0.000000,0x0068,0.000000,0,0x0068,0.010000,0.000000,0x00D4,0.010000,0.000000
OTHER,PFlt_mSotMeas,g,,,,,,,,,,,,,0x1908,0.010000,0.000000,0x1908,0.010000,0.000000,,,,,,,0x1908,0.010000,0.000000
OTHER,PFlt_mSotMeasRaw_mp,g,,,,0x006A,0.000000,0,0x13F2,0.010000,0.000000,,,,0x190A,0.010000,0.000000,0x190A,0.010000,0.000000,0x006A,0.000000,0,0x13F2,0.010000,0.000000,0x190A,0.010000,0.000000
OTHER,PFlt_mSotMeas_mp,g,,,,0x0069,0.000000,0,0x13F1,0.010000,0.000000,0x0069,0.000000,0,,,,,,,0x0069,0.000000,0,0x13F1,0.010000,0.000000,,,
OTHER,PFlt_numEngPOp,-,,,,,,,,,,,,,0x1951,1.000000,0.000000,0x1951,1.000000,0.000000,,,,,,,0x1951,1.000000,0.000000
OTHER,PFlt_numEngPOp_mp,-,,,,0x006D,0.000000,0,0x006D,1.000000,0.000000,0x006D,0.000000,0,,,,,,,0x006D,0.000000,0,0x006D,1.000000,0.000000,,,
OTHER,PFlt_numRgn,-,,,,,,,,,,,,,0x1952,1.000000,0.000000,0x1952,1.000000,0.000000,,,,,,,0x1952,1.000000,0.000000
OTHER,PFlt_numRgn_mp,-,,,,0x0070,0.000000,0,0x0070,1.000000,0.000000,0x0070,0.000000,0,,,,,,,0x0070,0.000000,0,0x0070,1.000000,0.000000,,,
OTHER,PFlt_pDiff,hPa,,,,0x0054,0.000000,0,0x0054,0.125002,0.000000,0x0054,0.000000,0,0x00D8,0.125002,0.000000,0x00D8,0.125002,0.000000,0x0054,0.000000,0,0x0054,0.125002,0.000000,0x00D8,0.125002,0.000000
OTHER,PFlt_pDiffRaw,hPa,,,,,,,0x14CA,0.125002,0.000000,,,,0x19A3,0.125002,0.000000,0x19A3,0.125002,0.000000,,,,0x14CA,0.125002,0.000000,0x19A3,0.125002,0.000000
OTHER,PFlt_pEngPrtMax_mp,hPa,,,,,,,0x00F8,0.125002,0.000000,,,,0x190C,0.125002,0.000000,0x190C,0.125002,0.000000,,,,0x00F8,0.125002,0.000000,0x190C,0.125002,0.000000
OTHER,PFlt_pMid,hPa,,,,,,,0x13CE,0.125002,0.000000,,,,0x190D,0.125002,0.000000,0x190D,0.125002,0.000000,,,,0x13CE,0.125002,0.000000,0x190D,0.125002,0.000000
OTHER,PFlt_pPreCorr_mp,hPa,,,,,,,,,,,,,0x00E7,0.125002,0.000000,0x00E7,0.125002,0.000000,,,,,,,0x00E7,0.125002,0.000000
OTHER,PFlt_qFl_mp,l,,,,0x007E,0.000000,0,0x007E,0.010000,0.000000,0x007E,0.000000,0,0x00D9,0.010000,0.000000,0x00D9,0.010000,0.000000,0x007E,0.000000,0,0x007E,0.010000,0.000000,0x00D9,0.010000,0.000000
OTHER,PFlt_resFlow,hPa/(m^3/h),,,,0x008C,0.000000,0,0x1414,0.001000,0.000000,0x008C,0.000000,0,0x190E,0.001000,0.000000,0x190E,0.001000,0.000000,,,,0x1414,0.001000,0.000000,0x190E,0.001000,0.000000
OTHER,PFlt_resFlowFlt,hPa/(m^3/h),,,,,,,0x1436,0.001000,0.000000,,,,0x190F,0.001000,0.000000,0x190F,0.001000,0.000000,,,,0x1436,0.001000,0.000000,0x190F,0.001000,0.000000
OTHER,PFlt_resFlowOfs,hPa/(m^3/h),,,,0x00AD,0.000000,0,0x1435,0.001000,0.000000,0x00AD,0.000000,0,0x1910,0.001000,0.000000,0x1910,0.001000,0.000000,,,,0x1435,0.001000,0.000000,0x1910,0.001000,0.000000
OTHER,PFlt_resFlowOfs_mp,,,,,,,,,,,,,,,,,,,,0x00AD,0.000000,0,,,,,,
OTHER,PFlt_resFlowRaw_mp,hPa/(m^3/h),,,,0x00CC,0.000000,0,0x1454,0.001000,0.000000,0x00CC,0.000000,0,0x1912,0.001000,0.000000,0x1912,0.001000,0.000000,0x00CC,0.000000,0,0x1454,0.001000,0.000000,0x1912,0.001000,0.000000
OTHER,PFlt_resFlow_mp,,,,,,,,,,,,,,,,,,,,0x008C,0.000000,0,,,,,,
OTHER,PFlt_st1_mp,-,,,,0x00F9,0.000000,0,0x00F9,1.000000,0.000000,0x00F9,0.000000,0,,,,,,,0x00F9,0.000000,0,0x00F9,1.000000,0.000000,,,
OTHER,PFlt_st1_mp1,-,,,,0x00FA,0.000000,0,0x00FA,1.000000,0.000000,0x00FA,0.000000,0,,,,,,,0x00FA,0.000000,0,0x00FA,1.000000,0.000000,,,
OTHER,PFlt_st2_mp,-,,,,0x00FB,0.000000,0,0x00FB,1.000000,0.000000,0x00FB,0.000000,0,,,,,,,0x00FB,0.000000,0,0x00FB,1.000000,0.000000,,,
OTHER,PFlt_st2_mp1,-,,,,0x00FC,0.000000,0,0x00FC,1.000000,0.000000,0x00FC,0.000000,0,,,,,,,0x00FC,0.000000,0,0x00FC,1.000000,0.000000,,,
OTHER,PFlt_stEngPOp,-,,,,0x00D2,0.000000,0,0x00D2,1.000000,0.000000,0x00D2,0.000000,0,0x1950,1.000000,0.000000,0x1950,1.000000,0.000000,0x00D2,0.000000,0,0x00D2,1.000000,0.000000,0x1950,1.000000,0.000000
OTHER,PFlt_stEngPOp1_mp,,,,,0x00DD,0.000000,0,,,,0x00DD,0.000000,0,,,,,,,0x00DD,0.000000,0,,,,,,
OTHER,PFlt_stEngPOp2_mp,,,,,0x00DE,0.000000,0,,,,0x00DE,0.000000,0,,,,,,,0x00DE,0.000000,0,,,,,,
OTHER,PFlt_stEngPOp3_mp,,,,,0x00EE,0.000000,0,,,,0x00EE,0.000000,0,,,,,,,0x00EE,0.000000,0,,,,,,
OTHER,PFlt_stEngPOp4_mp,,,,,0x00EF,0.000000,0,,,,0x00EF,0.000000,0,,,,,,,0x00EF,0.000000,0,,,,,,
OTHER,PFlt_stEngPOp5_mp,,,,,0x0063,0.000000,0,,,,0x0063,0.000000,0,,,,,,,0x0063,0.000000,0,,,,,,
OTHER,PFlt_stIntr_mp,-,,,,,,,0x00DD,1.000000,0.000000,,,,0x00DC,1.000000,0.000000,0x00DC,1.000000,0.000000,,,,0x00DD,1.000000,0.000000,0x00DC,1.000000,0.000000
OTHER,PFlt_stLck_mp,-,,,,,,,0x00DE,1.000000,0.000000,,,,0x00DD,1.000000,0.000000,0x00DD,1.000000,0.000000,,,,0x00DE,1.000000,0.000000,0x00DD,1.000000,0.000000
OTHER,PFlt_stPresPlaus_mp,-,,,,,,,,,,,,,0x00E8,1.000000,0.000000,0x00E8,1.000000,0.000000,,,,,,,0x00E8,1.000000,0.000000
OTHER,PFlt_tPre,deg C,,,,,,,0x14CD,0.016787,-50.138440,,,,0x1956,1.000244,-51.085797,0x1956,1.000244,-51.085797,,,,0x14CD,0.016787,-50.138440,0x1956,1.000244,-51.085797
OTHER,PFlt_tPreFlt_mp,deg C,,,,0x0071,-50.138440,0,0x13F9,0.016787,-50.138440,0x0071,-50.138440,0,0x1914,1.000244,-51.085797,0x1914,1.000244,-51.085797,0x0071,-50.138440,0,0x13F9,0.016787,-50.138440,0x1914,1.000244,-51.085797
OTHER,PFlt_tPreSty,deg C,,,,,,,0x14CE,0.016787,-50.138440,,,,,,,,,,,,,0x14CE,0.016787,-50.138440,,,
OTHER,PFlt_tPstSim,deg C,,,,,,,0x14CF,0.016787,-50.138440,,,,,,,,,,,,,0x14CF,0.016787,-50.138440,,,
OTHER,PFlt_tSurf,deg C,,,,,,,0x13FE,0.016787,-50.138440,,,,0x1915,1.000244,-51.085797,0x1915,1.000244,-51.085797,,,,0x13FE,0.016787,-50.138440,0x1915,1.000244,-51.085797
OTHER,PFlt_tiHCCond_mp,s,,,,,,,,,,,,,0x19AC,0.999024,0.000000,0x19AC,0.999024,0.000000,,,,,,,,,
OTHER,PFlt_tiSnceRgnu16_mp,s,,,,,,,,,,,,,0x1916,256.000000,0.000000,0x1916,256.000000,0.000000,,,,,,,0x1916,256.000000,0.000000
OTHER,PSPCD_dvolOut,l/h,,,,0x0081,-6830.158002,0,0x0080,1.000000,0.000000,0x0081,-6830.158002,0,0x00DE,0.208448,-6830.210680,0x00DE,0.208448,-6830.210680,,,,0x0080,1.000000,0.000000,0x00DE,0.208448,-6830.210680
OTHER,PSPCD_rActrOut_mp,-,,,,,,,0x0081,1.000000,0.000000,,,,,,,,,,0x0081,0.000000,0,0x0081,1.000000,0.000000,,,
OTHER,Pm_klemmstat,-,,,,,,,,,,,,,0x1ACC,1.000000,0.000000,0x1ACC,1.000000,0.000000,,,,,,,0x1ACC,1.000000,0.000000
OTHER,PwrMng_absch_korr,,,,,,,,,,,0x00E0,0.000000,0,,,,,,,,,,,,,,,
OTHER,PwrMng_d_soc,,,,,,,,,,,0x00E1,0.000000,0,,,,,,,,,,,,,,,
OTHER,ShutCD_stActrPresent,-,,,,,,,,,,,,,0x13D7,1.000000,0.000000,0x13D7,1.000000,0.000000,,,,,,,0x13D7,1.000000,0.000000
OTHER,Stat_sv_reg1,-,,,,,,,,,,,,,0x00F8,1.000000,0.000000,0x00F8,1.000000,0.000000,,,,,,,0x00F8,1.000000,0.000000
OTHER,Stat_sv_reg2,-,,,,,,,,,,,,,0x00F9,1.000000,0.000000,0x00F9,1.000000,0.000000,,,,,,,0x00F9,1.000000,0.000000
OTHER,T15CD_stWakeUpRawVal_mp,-,,,,0x003B,0.000000,0,0x13C3,1.000000,0.000000,0x003B,0.000000,0,0x1A2C,1.000000,0.000000,0x1A2C,1.000000,0.000000,0x003B,0.000000,0,0x13C3,1.000000,0.000000,0x1A2C,1.000000,0.000000
OTHER,TVACD_rOut,%,,,,0x00EA,0.000000,0,0x00EA,0.010000,0.000000,0x00EA,0.000000,0,0x00E2,0.010000,0.000000,0x00E2,0.010000,0.000000,0x00EA,0.000000,0,0x00EA,0.010000,0.000000,0x00E2,0.010000,0.000000
OTHER,TVACD_stTVARec_mp,-,,,,,,,,,,,,,0x1A5E,1.000000,0.000000,0x1A5E,1.000000,0.000000,,,,,,,,,
OTHER,Tn_abstell,-,,,,,,,,,,,,,0x00B2,240.941155,0.000000,0x00B2,240.941155,0.000000,,,,,,,0x00B2,240.941155,0.000000
OTHER,U_gen,V,,,,,,,,,,,,,0x00B3,0.100000,0.000000,0x00B3,0.100000,0.000000,,,,,,,0x00B3,0.100000,0.000000
OTHER,UsrDa_stRecFDC,-,,,,,,,,,,,,,0x1AEA,1.000000,0.000000,0x1AEA,1.000000,0.000000,,,,,,,,,
OTHER,VSACD_rOut,%,,,,0x00EB,0.000000,0,0x00EB,0.010000,0.000000,0x00EB,0.000000,0,0x00E4,0.010000,0.000000,0x00E4,0.010000,0.000000,0x00EB,0.000000,0,0x00EB,0.010000,0.000000,0x00E4,0.010000,0.000000
OTHER,VSSCD_a,m/s^2,,,,0x0033,-9.999899,0,0x13BB,0.000305,-9.999899,0x0033,-9.999899,0,0x1A90,0.000305,-9.999899,0x1A90,0.000305,-9.999899,0x0033,-9.999899,0,0x13BB,0.000305,-9.999899,0x1A90,0.000305,-9.999899
OTHER,VSSCD_v,km/h,,,,0x0032,0.000000,0,0x0094,0.003815,0.000000,0x0032,0.000000,0,0x00E5,0.003815,0.000000,0x00E5,0.003815,0.000000,0x0032,0.000000,0,0x0094,0.003815,0.000000,0x00E5,0.003815,0.000000
OTHER,VSSCD_vSensVal,km/h,,,,0x000D,0.000000,0,0x000D,0.999001,0.000000,0x000D,0.000000,0,0x000D,0.999024,0.000000,0x000D,0.999024,0.000000,0x000D,0.000000,0,0x000D,0.999001,0.000000,0x000D,0.999024,0.000000
OTHER,ZFC_Sig_mp[0],-,,,,,,,0x1532,1.000000,0.000000,,,,0x1B58,1.000000,0.000000,0x1B58,1.000000,0.000000,,,,0x1532,1.000000,0.000000,0x1B58,1.000000,0.000000
OTHER,ZFC_Sig_mp[1],-,,,,,,,0x1533,1.000000,0.000000,,,,0x1B59,1.000000,0.000000,0x1B59,1.000000,0.000000,,,,0x1533,1.000000,0.000000,0x1B59,1.000000,0.000000
OTHER,ZFC_Sig_mp[2],-,,,,,,,0x1534,1.000000,0.000000,,,,0x1B5A,1.000000,0.000000,0x1B5A,1.000000,0.000000,,,,0x1534,1.000000,0.000000,0x1B5A,1.000000,0.000000
OTHER,ZFC_Sig_mp[3],-,,,,,,,0x1535,1.000000,0.000000,,,,0x1B5B,1.000000,0.000000,0x1B5B,1.000000,0.000000,,,,0x1535,1.000000,0.000000,0x1B5B,1.000000,0.000000
OTHER,ZFC_Sig_mp[4],-,,,,,,,0x1536,1.000000,0.000000,,,,0x1B5C,1.000000,0.000000,0x1B5C,1.000000,0.000000,,,,0x1536,1.000000,0.000000,0x1B5C,1.000000,0.000000
OTHER,ZFC_Sig_mp[5],-,,,,,,,0x1537,1.000000,0.000000,,,,0x1B5D,1.000000,0.000000,0x1B5D,1.000000,0.000000,,,,0x1537,1.000000,0.000000,0x1B5D,1.000000,0.000000
OTHER,ZFC_stEvalSig_mp,-,,,,,,,0x1539,1.000000,0.000000,,,,0x1B64,1.000000,0.000000,0x1B64,1.000000,0.000000,,,,0x1539,1.000000,0.000000,0x1B64,1.000000,0.000000
OTHER,ZFC_st_mp,-,,,,,,,0x1538,1.000000,0.000000,,,,0x1B66,1.000000,0.000000,0x1B66,1.000000,0.000000,,,,0x1538,1.000000,0.000000,0x1B66,1.000000,0.000000
OTHER,ZFC_tiET_mp,us,,,,,,,0x153B,0.152594,0.000000,,,,0x1B67,0.152594,-5000.041963,0x1B67,0.152594,-5000.041963,,,,0x153B,0.152594,-5000.041963,0x1B67,0.152594,-5000.041963
OTHER,anoU_ADF,--,0x3011,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_IDV,--,0x300C,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_KDF,--,0x300A,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_LDF,--,0x3004,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_LTF,--,0x300E,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_PGS,--,0x3006,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_UBT,--,0x3013,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_UC1,--,0x3008,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_UC2,--,0x3009,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_UG1,--,0x3016,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_UG2,--,0x3017,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
